,quality,subgroup,size_sg,size_dataset,positives_sg,positives_dataset,size_complement,relative_size_sg,relative_size_complement,coverage_sg,coverage_complement,target_share_sg,target_share_complement,target_share_dataset,lift
0,0.024458078955210447,grau_instrucao_apos_2005=='SUP. COMP' AND sexo=='Masculino',13676,762282,2634,7623,748606,0.017940867028212657,0.9820591329717874,0.34553325462416373,0.6544667453758363,0.19260017548990932,0.006664386873735984,0.010000236133084607,19.2595627669945
1,0.024416092421012964,grau_instrucao_apos_2005=='SUP. COMP' AND sexo=='Masculino' AND tipo_vinculo=='CLT U/PJ IND',11372,762282,2387,7623,750910,0.014918363545249658,0.9850816364547503,0.31313131313131315,0.6868686868686869,0.20990151248680972,0.006972872914197441,0.010000236133084607,20.989655613468486
2,0.02360336334551918,"grau_instrucao_apos_2005=='SUP. COMP' AND sexo=='Masculino' AND subsetor_ibge=='Instituiçoes de crédito, seguros e capitalizaçao' AND tipo_vinculo=='CLT U/PJ IND'",1253,762282,742,7623,761029,0.0016437486389551373,0.9983562513610449,0.09733700642791551,0.9026629935720845,0.5921787709497207,0.009041705375222232,0.010000236133084607,59.21647879799226
3,0.023555008124189383,"grau_instrucao_apos_2005=='SUP. COMP' AND sexo=='Masculino' AND subsetor_ibge=='Instituiçoes de crédito, seguros e capitalizaçao'",1268,762282,745,7623,761014,0.0016634263960056777,0.9983365736039943,0.09773055227600683,0.9022694477239932,0.5875394321766562,0.009037941483336706,0.010000236133084607,58.752555875440876
4,0.023216570834320265,"grau_instrucao_apos_2005=='SUP. COMP' AND subsetor_ibge=='Instituiçoes de crédito, seguros e capitalizaçao' AND tipo_vinculo=='CLT U/PJ IND'",1548,762282,813,7623,760734,0.002030744527615764,0.9979692554723842,0.10665092483274302,0.893349075167257,0.5251937984496124,0.008951880683655522,0.010000236133084607,52.51813971792831
5,0.023080273324012572,"grau_instrucao_apos_2005=='SUP. COMP' AND subsetor_ibge=='Instituiçoes de crédito, seguros e capitalizaçao'",1577,762282,816,7623,760705,0.002068788191246809,0.9979312118087532,0.10704447068083432,0.8929555293191657,0.517438173747622,0.008948278241894033,0.010000236133084607,51.74259556089267
6,0.02285526028998887,grau_instrucao_apos_2005=='SUP. COMP',17538,762282,2818,7623,744744,0.023007233543491778,0.9769927664565082,0.36967073330709693,0.630329266692903,0.16067966700878095,0.006451881451881452,0.010000236133084607,16.067587291983152
7,0.022669912883500894,grau_instrucao_apos_2005=='SUP. COMP' AND tipo_vinculo=='CLT U/PJ IND',14812,762282,2557,7623,747470,0.01943112916217358,0.9805688708378264,0.3354322445231536,0.6645677554768464,0.17263029975695382,0.0067775295329578445,0.010000236133084607,17.262622348069037
8,0.02091301678793402,grau_instrucao_apos_2005=='SUP. COMP' AND raca_cor=='Branca' AND sexo=='Masculino' AND tipo_vinculo=='CLT U/PJ IND',5144,762282,1361,7623,757138,0.006748158817865305,0.9932518411821347,0.17853863308408763,0.8214613669159123,0.2645800933125972,0.008270619094537588,0.010000236133084607,26.457384584876454
9,0.02080285309402749,grau_instrucao_apos_2005=='SUP. COMP' AND raca_cor=='Branca' AND sexo=='Masculino',6295,762282,1504,7623,755987,0.008258098708876768,0.9917419012911233,0.19729765184310638,0.8027023481568936,0.23891977760127084,0.008094054527392668,0.010000236133084607,23.891413604808072
10,0.02032078961294249,"sexo=='Masculino' AND subsetor_ibge=='Instituiçoes de crédito, seguros e capitalizaçao' AND tipo_vinculo=='CLT U/PJ IND'",2457,762282,904,7623,759825,0.0032232166048785094,0.9967767833951214,0.11858848222484586,0.8814115177751541,0.3679283679283679,0.008842825650643241,0.010000236133084607,36.79196801274723
11,0.019622045150932254,"sexo=='Masculino' AND subsetor_ibge=='Instituiçoes de crédito, seguros e capitalizaçao'",2642,762282,907,7623,759640,0.003465908941835174,0.9965340910581648,0.11898202807293716,0.8810179719270629,0.3433005299015897,0.00884102996156074,0.010000236133084607,34.329242363169826
12,0.01957277796417881,grau_instrucao_apos_2005=='SUP. COMP' AND raca_cor=='Branca' AND tipo_vinculo=='CLT U/PJ IND',6442,762282,1436,7623,755840,0.008450940727972063,0.991549059272028,0.1883772792863702,0.8116227207136298,0.22291213908723997,0.00818559483488569,0.010000236133084607,22.290687551843035
13,0.019571936846332235,grau_instrucao_apos_2005=='SUP. COMP' AND raca_cor=='Branca',7789,762282,1586,7623,754493,0.010218003311110587,0.9897819966888894,0.20805457169093533,0.7919454283090647,0.20362049043522917,0.008001399615370853,0.010000236133084607,20.361568239531334
