chave,valor
10,ACI TRB TIP
20,ACI TRB TJT
90,ACID DOENC TRAB
0,Código não encontrado nos dicionários oficiais.
40,DOEN NREL TR
30,DOEN REL TR
-1,IGNORADO
80,LIC COM VENC
50,LIC MATERNID
70,LIC SEM VENC
99,SEM AFASTAMENTOS
999,SEM AFASTAMENTOS
60,SERV MILITAR
85,SUSP TEMP DE TRAB
