chave,valor
80,ADM PUB DIR
70,AUTARQUIAS
10,AUTONOMOS
90,CARTORIO
40,ECON MISTA
20,EMP PRIV
50,EMP PUB
30,FUND PRIV
35,FUND PUB
-1,IGNORADO
60,ORG DIR PUB
