cnae_1,descricao,grupo,descricao_grupo,divisao,descricao_divisao,secao,descricao_secao
01155,Cultivo de soja,01.1,Produção de lavouras temporárias,01,"Agricultura, pecuária e serviços relacionados",A,"Agricultura, pecuária, silvicultura e exploração florestal"
01147,Cultivo de fumo,01.1,Produção de lavouras temporárias,01,"Agricultura, pecuária e serviços relacionados",A,"Agricultura, pecuária, silvicultura e exploração florestal"
01112,Cultivo de cereais para grãos,01.1,Produção de lavouras temporárias,01,"Agricultura, pecuária e serviços relacionados",A,"Agricultura, pecuária, silvicultura e exploração florestal"
01120,Cultivo de algodão herbáceo,01.1,Produção de lavouras temporárias,01,"Agricultura, pecuária e serviços relacionados",A,"Agricultura, pecuária, silvicultura e exploração florestal"
01198,Cultivo de outros produtos de lavoura temporária,01.1,Produção de lavouras temporárias,01,"Agricultura, pecuária e serviços relacionados",A,"Agricultura, pecuária, silvicultura e exploração florestal"
01139,Cultivo de cana-de açúcar,01.1,Produção de lavouras temporárias,01,"Agricultura, pecuária e serviços relacionados",A,"Agricultura, pecuária, silvicultura e exploração florestal"
01228,"Cultivo de flores, plantas ornamentais e produtos de viveiro",01.2,Horticultura e produtos de viveiro,01,"Agricultura, pecuária e serviços relacionados",A,"Agricultura, pecuária, silvicultura e exploração florestal"
01210,"Cultivo de hortaliças, legumes e outros produtos da horticultura",01.2,Horticultura e produtos de viveiro,01,"Agricultura, pecuária e serviços relacionados",A,"Agricultura, pecuária, silvicultura e exploração florestal"
01392,Cultivo de outros produtos de lavoura permanente,01.3,Produção de lavouras permanentes,01,"Agricultura, pecuária e serviços relacionados",A,"Agricultura, pecuária, silvicultura e exploração florestal"
01341,Cultivo de uva,01.3,Produção de lavouras permanentes,01,"Agricultura, pecuária e serviços relacionados",A,"Agricultura, pecuária, silvicultura e exploração florestal"
01317,Cultivo de frutas cítricas,01.3,Produção de lavouras permanentes,01,"Agricultura, pecuária e serviços relacionados",A,"Agricultura, pecuária, silvicultura e exploração florestal"
01325,Cultivo de café,01.3,Produção de lavouras permanentes,01,"Agricultura, pecuária e serviços relacionados",A,"Agricultura, pecuária, silvicultura e exploração florestal"
01333,Cultivo de cacau,01.3,Produção de lavouras permanentes,01,"Agricultura, pecuária e serviços relacionados",A,"Agricultura, pecuária, silvicultura e exploração florestal"
01449,Criação de suínos,01.4,Pecuária,01,"Agricultura, pecuária e serviços relacionados",A,"Agricultura, pecuária, silvicultura e exploração florestal"
01422,Criação de outros animais de grande porte,01.4,Pecuária,01,"Agricultura, pecuária e serviços relacionados",A,"Agricultura, pecuária, silvicultura e exploração florestal"
01457,Criação de aves,01.4,Pecuária,01,"Agricultura, pecuária e serviços relacionados",A,"Agricultura, pecuária, silvicultura e exploração florestal"
01465,Criação de outros animais,01.4,Pecuária,01,"Agricultura, pecuária e serviços relacionados",A,"Agricultura, pecuária, silvicultura e exploração florestal"
01414,Criação de bovinos,01.4,Pecuária,01,"Agricultura, pecuária e serviços relacionados",A,"Agricultura, pecuária, silvicultura e exploração florestal"
01430,Criação de ovinos,01.4,Pecuária,01,"Agricultura, pecuária e serviços relacionados",A,"Agricultura, pecuária, silvicultura e exploração florestal"
01503,Produção mista: lavoura e pecuária,01.5,Produção mista: lavoura e pecuária,01,"Agricultura, pecuária e serviços relacionados",A,"Agricultura, pecuária, silvicultura e exploração florestal"
01627,"Atividades de serviços relacionados com a pecuária, exceto atividades veterinárias",01.6,"Atividades de serviços relacionados com a agricultura e a pecuária, exceto atividades veterinárias",01,"Agricultura, pecuária e serviços relacionados",A,"Agricultura, pecuária, silvicultura e exploração florestal"
01619,Atividades de serviços relacionados com a agricultura,01.6,"Atividades de serviços relacionados com a agricultura e a pecuária, exceto atividades veterinárias",01,"Agricultura, pecuária e serviços relacionados",A,"Agricultura, pecuária, silvicultura e exploração florestal"
01708,"Caça, repovoamento cinegético e serviços relacionados",01.7,"Caça, repovoamento cinegético e serviços relacionados",01,"Agricultura, pecuária e serviços relacionados",A,"Agricultura, pecuária, silvicultura e exploração florestal"
02127,Exploração florestal,02.1,"Silvicultura, exploração florestal e serviços relacionados",02,"Silvicultura, exploração florestal e serviços relacionados",A,"Agricultura, pecuária, silvicultura e exploração florestal"
02135,Atividades de serviços relacionados com a silvicultura e a exploração florestal,02.1,"Silvicultura, exploração florestal e serviços relacionados",02,"Silvicultura, exploração florestal e serviços relacionados",A,"Agricultura, pecuária, silvicultura e exploração florestal"
02119,Silvicultura,02.1,"Silvicultura, exploração florestal e serviços relacionados",02,"Silvicultura, exploração florestal e serviços relacionados",A,"Agricultura, pecuária, silvicultura e exploração florestal"
05118,Pesca e serviços relacionados,05.1,"Pesca, aqüicultura e serviços relacionados",05,"Pesca, aqüicultura e serviços relacionados",B,Pesca
05126,Aqüicultura e serviços relacionados,05.1,"Pesca, aqüicultura e serviços relacionados",05,"Pesca, aqüicultura e serviços relacionados",B,Pesca
10006,Extração de carvão mineral,10.0,Extração de carvão mineral,10,Extração de carvão mineral,C,Indústrias extrativas
11100,Extração de petróleo e gás natural,11.1,Extração de petróleo e gás natural,11,Extração de petróleo e serviços relacionados,C,Indústrias extrativas
11207,Atividades de serviços relacionados com a extração de petróleo e gás - exceto a prospecção realizada por terceiros,11.2,Atividades de serviços relacionados com a extração de petróleo e gás - exceto a prospecção realizada por terceiros,11,Extração de petróleo e serviços relacionados,C,Indústrias extrativas
13102,Extração de minério de ferro,13.1,Extração de minério de ferro,13,Extração de minerais metálicos,C,Indústrias extrativas
13242,Extração de minério de metais preciosos,13.2,Extração de minerais metálicos não-ferrosos,13,Extração de minerais metálicos,C,Indústrias extrativas
13293,Extração de outros minerais metálicos não-ferrosos,13.2,Extração de minerais metálicos não-ferrosos,13,Extração de minerais metálicos,C,Indústrias extrativas
13218,Extração de minério de alumínio,13.2,Extração de minerais metálicos não-ferrosos,13,Extração de minerais metálicos,C,Indústrias extrativas
13250,Extração de minerais radioativos,13.2,Extração de minerais metálicos não-ferrosos,13,Extração de minerais metálicos,C,Indústrias extrativas
13234,Extração de minério de manganês,13.2,Extração de minerais metálicos não-ferrosos,13,Extração de minerais metálicos,C,Indústrias extrativas
13226,Extração de minério de estanho,13.2,Extração de minerais metálicos não-ferrosos,13,Extração de minerais metálicos,C,Indústrias extrativas
14109,"Extração de pedra, areia e argila",14.1,"Extração de pedra, areia e argila",14,Extração de minerais não-metálicos,C,Indústrias extrativas
14222,Extração e refino de sal marinho e sal-gema,14.2,Extração de outros minerais não-metálicos,14,Extração de minerais não-metálicos,C,Indústrias extrativas
14290,Extração de outros minerais não-metálicos,14.2,Extração de outros minerais não-metálicos,14,Extração de minerais não-metálicos,C,Indústrias extrativas
14214,"Extração de minerais para fabricação de adubos, fertilizantes e produtos químicos",14.2,Extração de outros minerais não-metálicos,14,Extração de minerais não-metálicos,C,Indústrias extrativas
15130,"Preparação de carne, banha e produtos de salsicharia não associada ao abate",15.1,Abate e preparação de produtos de carne e de pescado,15,Fabricação de produtos alimentícios e bebidas,D,Indústrias de transformação
15148,"Preparação e preservação do pescado e fabricação de conservas de peixes, crustáceos e moluscos",15.1,Abate e preparação de produtos de carne e de pescado,15,Fabricação de produtos alimentícios e bebidas,D,Indústrias de transformação
15113,"Abate de reses, preparação de produtos de carne",15.1,Abate e preparação de produtos de carne e de pescado,15,Fabricação de produtos alimentícios e bebidas,D,Indústrias de transformação
15121,Abate de aves e outros pequenos animais e preparação de produtos de carne,15.1,Abate e preparação de produtos de carne e de pescado,15,Fabricação de produtos alimentícios e bebidas,D,Indústrias de transformação
15210,"Processamento, preservação e produção de conservas de frutas",15.2,"Processamento, preservação e produção de conservas de frutas, legumes e outros vegetais",15,Fabricação de produtos alimentícios e bebidas,D,Indústrias de transformação
15229,"Processamento, preservação e produção de conservas de legumes e outros vegetais",15.2,"Processamento, preservação e produção de conservas de frutas, legumes e outros vegetais",15,Fabricação de produtos alimentícios e bebidas,D,Indústrias de transformação
15237,Produção de sucos de frutas e de legumes,15.2,"Processamento, preservação e produção de conservas de frutas, legumes e outros vegetais",15,Fabricação de produtos alimentícios e bebidas,D,Indústrias de transformação
15318,Produção de óleos vegetais em bruto,15.3,Produção de óleos e gorduras vegetais e animais,15,Fabricação de produtos alimentícios e bebidas,D,Indústrias de transformação
15326,Refino de óleos vegetais,15.3,Produção de óleos e gorduras vegetais e animais,15,Fabricação de produtos alimentícios e bebidas,D,Indústrias de transformação
15334,Preparação de margarina e de outras gorduras vegetais e de óleos de origem animal não comestíveis,15.3,Produção de óleos e gorduras vegetais e animais,15,Fabricação de produtos alimentícios e bebidas,D,Indústrias de transformação
15431,Fabricação de sorvetes,15.4,Laticínios,15,Fabricação de produtos alimentícios e bebidas,D,Indústrias de transformação
15423,Fabricação de produtos do laticínio,15.4,Laticínios,15,Fabricação de produtos alimentícios e bebidas,D,Indústrias de transformação
15415,Preparação do leite,15.4,Laticínios,15,Fabricação de produtos alimentícios e bebidas,D,Indústrias de transformação
15598,"Beneficiamento, moagem e preparação de outros produtos de origem vegetal",15.5,"Moagem, fabricação de produtos amiláceos e de rações balanceadas para animais",15,Fabricação de produtos alimentícios e bebidas,D,Indústrias de transformação
15539,Fabricação de farinha de mandioca e derivados,15.5,"Moagem, fabricação de produtos amiláceos e de rações balanceadas para animais",15,Fabricação de produtos alimentícios e bebidas,D,Indústrias de transformação
15563,Fabricação de rações balanceadas para animais,15.5,"Moagem, fabricação de produtos amiláceos e de rações balanceadas para animais",15,Fabricação de produtos alimentícios e bebidas,D,Indústrias de transformação
15520,Moagem de trigo e fabricação de derivados,15.5,"Moagem, fabricação de produtos amiláceos e de rações balanceadas para animais",15,Fabricação de produtos alimentícios e bebidas,D,Indústrias de transformação
15512,Beneficiamento de arroz e fabricação de produtos do arroz,15.5,"Moagem, fabricação de produtos amiláceos e de rações balanceadas para animais",15,Fabricação de produtos alimentícios e bebidas,D,Indústrias de transformação
15555,Fabricação de amidos e féculas de vegetais e fabricação de óleos de milho,15.5,"Moagem, fabricação de produtos amiláceos e de rações balanceadas para animais",15,Fabricação de produtos alimentícios e bebidas,D,Indústrias de transformação
15547,Fabricação de farinha de milho e derivados,15.5,"Moagem, fabricação de produtos amiláceos e de rações balanceadas para animais",15,Fabricação de produtos alimentícios e bebidas,D,Indústrias de transformação
15610,Usinas de açúcar,15.6,Fabricação e refino de açúcar,15,Fabricação de produtos alimentícios e bebidas,D,Indústrias de transformação
15628,Refino e moagem de açúcar,15.6,Fabricação e refino de açúcar,15,Fabricação de produtos alimentícios e bebidas,D,Indústrias de transformação
15717,Torrefação e moagem de café,15.7,Torrefação e moagem de café,15,Fabricação de produtos alimentícios e bebidas,D,Indústrias de transformação
15725,Fabricação de café solúvel,15.7,Torrefação e moagem de café,15,Fabricação de produtos alimentícios e bebidas,D,Indústrias de transformação
15849,Fabricação de massas alimentícias,15.8,Fabricação de outros produtos alimentícios,15,Fabricação de produtos alimentícios e bebidas,D,Indústrias de transformação
15857,"Preparação de especiarias, molhos, temperos e condimentos",15.8,Fabricação de outros produtos alimentícios,15,Fabricação de produtos alimentícios e bebidas,D,Indústrias de transformação
15890,Fabricação de outros produtos alimentícios,15.8,Fabricação de outros produtos alimentícios,15,Fabricação de produtos alimentícios e bebidas,D,Indústrias de transformação
15822,Fabricação de biscoitos e bolachas,15.8,Fabricação de outros produtos alimentícios,15,Fabricação de produtos alimentícios e bebidas,D,Indústrias de transformação
15830,"Produção de derivados do cacau e elaboração de chocolates, balas, gomas de mascar",15.8,Fabricação de outros produtos alimentícios,15,Fabricação de produtos alimentícios e bebidas,D,Indústrias de transformação
15865,"Preparação de produtos dietéticos, alimentos para crianças e outros alimentos conservados",15.8,Fabricação de outros produtos alimentícios,15,Fabricação de produtos alimentícios e bebidas,D,Indústrias de transformação
15814,"Fabricação de produtos de padaria, confeitaria e pastelaria",15.8,Fabricação de outros produtos alimentícios,15,Fabricação de produtos alimentícios e bebidas,D,Indústrias de transformação
15920,Fabricação de vinho,15.9,Fabricação de bebidas,15,Fabricação de produtos alimentícios e bebidas,D,Indústrias de transformação
15946,Engarrafamento e gaseificação de águas minerais,15.9,Fabricação de bebidas,15,Fabricação de produtos alimentícios e bebidas,D,Indústrias de transformação
15954,Fabricação de refrigerantes e refrescos,15.9,Fabricação de bebidas,15,Fabricação de produtos alimentícios e bebidas,D,Indústrias de transformação
15911,"Fabricação, retificação, homogeneização e mistura de aguardentes e outras bebidas destiladas",15.9,Fabricação de bebidas,15,Fabricação de produtos alimentícios e bebidas,D,Indústrias de transformação
15938,"Fabricação de malte, cervejas e chopes",15.9,Fabricação de bebidas,15,Fabricação de produtos alimentícios e bebidas,D,Indústrias de transformação
16004,Fabricação de produtos do fumo,16.0,Fabricação de produtos do fumo,16,Fabricação de produtos do fumo,D,Indústrias de transformação
17116,Beneficiamento de algodão,17.1,Beneficiamento de fibras têxteis naturais,17,Fabricação de produtos têxteis,D,Indústrias de transformação
17191,Beneficiamento de outras fibras têxteis naturais,17.1,Beneficiamento de fibras têxteis naturais,17,Fabricação de produtos têxteis,D,Indústrias de transformação
17221,"Fiação de fibras têxteis naturais, exceto algodão",17.2,Fiação,17,Fabricação de produtos têxteis,D,Indústrias de transformação
17248,Fabricação de linhas e fios para costurar e bordar,17.2,Fiação,17,Fabricação de produtos têxteis,D,Indústrias de transformação
17230,Fiação de fibras artificiais ou sintéticas,17.2,Fiação,17,Fabricação de produtos têxteis,D,Indústrias de transformação
17213,Fiação de algodão,17.2,Fiação,17,Fabricação de produtos têxteis,D,Indústrias de transformação
17329,"Tecelagem de fios de fibras têxteis naturais, exceto algodão",17.3,Tecelagem - inclusive fiação e tecelagem,17,Fabricação de produtos têxteis,D,Indústrias de transformação
17337,Tecelagem de fios e filamentos contínuos artificiais ou sintéticos,17.3,Tecelagem - inclusive fiação e tecelagem,17,Fabricação de produtos têxteis,D,Indústrias de transformação
17310,Tecelagem de algodão,17.3,Tecelagem - inclusive fiação e tecelagem,17,Fabricação de produtos têxteis,D,Indústrias de transformação
17493,"Fabricação de outros artefatos têxteis, incluindo tecelagem",17.4,"Fabricação de artefatos têxteis, incluindo tecelagem",17,Fabricação de produtos têxteis,D,Indústrias de transformação
17418,"Fabricação de artigos de tecido de uso doméstico, incluindo tecelagem",17.4,"Fabricação de artefatos têxteis, incluindo tecelagem",17,Fabricação de produtos têxteis,D,Indústrias de transformação
17507,"Acabamentos em fios, tecidos e artigos têxteis, por terceiros",17.5,"Acabamentos em fios, tecidos e artigos têxteis, por terceiros",17,Fabricação de produtos têxteis,D,Indústrias de transformação
17612,Fabricação de artefatos têxteis a partir de tecidos – exceto vestuário,17.6,Fabricação de artefatos têxteis a partir de tecidos - exceto vestuário - e de outros artigos têxteis,17,Fabricação de produtos têxteis,D,Indústrias de transformação
17698,Fabricação de outros artigos têxteis - exceto vestuário,17.6,Fabricação de artefatos têxteis a partir de tecidos - exceto vestuário - e de outros artigos têxteis,17,Fabricação de produtos têxteis,D,Indústrias de transformação
17639,Fabricação de artefatos de cordoaria,17.6,Fabricação de artefatos têxteis a partir de tecidos - exceto vestuário - e de outros artigos têxteis,17,Fabricação de produtos têxteis,D,Indústrias de transformação
17647,Fabricação de tecidos especiais - inclusive artefatos,17.6,Fabricação de artefatos têxteis a partir de tecidos - exceto vestuário - e de outros artigos têxteis,17,Fabricação de produtos têxteis,D,Indústrias de transformação
17620,Fabricação de artefatos de tapeçaria,17.6,Fabricação de artefatos têxteis a partir de tecidos - exceto vestuário - e de outros artigos têxteis,17,Fabricação de produtos têxteis,D,Indústrias de transformação
17795,Fabricação de outros artigos do vestuário produzidos em malharias (tricotagens),17.7,Fabricação de tecidos e artigos de malha,17,Fabricação de produtos têxteis,D,Indústrias de transformação
17710,Fabricação de tecidos de malha,17.7,Fabricação de tecidos e artigos de malha,17,Fabricação de produtos têxteis,D,Indústrias de transformação
17728,Fabricação de meias,17.7,Fabricação de tecidos e artigos de malha,17,Fabricação de produtos têxteis,D,Indústrias de transformação
18120,"Confecção de peças do vestuário - exceto roupas íntimas, blusas, camisas e semelhantes",18.1,Confecção de artigos do vestuário,18,Confecção de artigos do vestuário e acessórios,D,Indústrias de transformação
18112,"Confecção de roupas íntimas, blusas, camisas e semelhantes",18.1,Confecção de artigos do vestuário,18,Confecção de artigos do vestuário e acessórios,D,Indústrias de transformação
18139,Confecção de roupas profissionais,18.1,Confecção de artigos do vestuário,18,Confecção de artigos do vestuário e acessórios,D,Indústrias de transformação
18210,Fabricação de acessórios do vestuário,18.2,Fabricação de acessórios do vestuário e de segurança profissional,18,Confecção de artigos do vestuário e acessórios,D,Indústrias de transformação
18228,Fabricação de acessórios para segurança industrial e pessoal,18.2,Fabricação de acessórios do vestuário e de segurança profissional,18,Confecção de artigos do vestuário e acessórios,D,Indústrias de transformação
19100,Curtimento e outras preparações de couro,19.1,Curtimento e outras preparações de couro,19,"Preparação de couros e fabricação de artefatos de couro, artigos de viagem e calçados",D,Indústrias de transformação
19216,"Fabricação de malas, bolsas, valises e outros artefatos para viagem, de qualquer material",19.2,Fabricação de artigos para viagem e de artefatos diversos de couro,19,"Preparação de couros e fabricação de artefatos de couro, artigos de viagem e calçados",D,Indústrias de transformação
19291,Fabricação de outros artefatos de couro,19.2,Fabricação de artigos para viagem e de artefatos diversos de couro,19,"Preparação de couros e fabricação de artefatos de couro, artigos de viagem e calçados",D,Indústrias de transformação
19399,Fabricação de calçados de outros materiais,19.3,Fabricação de calçados,19,"Preparação de couros e fabricação de artefatos de couro, artigos de viagem e calçados",D,Indústrias de transformação
19321,Fabricação de tênis de qualquer material,19.3,Fabricação de calçados,19,"Preparação de couros e fabricação de artefatos de couro, artigos de viagem e calçados",D,Indústrias de transformação
19313,Fabricação de calçados de couro,19.3,Fabricação de calçados,19,"Preparação de couros e fabricação de artefatos de couro, artigos de viagem e calçados",D,Indústrias de transformação
19330,Fabricação de calçados de plástico,19.3,Fabricação de calçados,19,"Preparação de couros e fabricação de artefatos de couro, artigos de viagem e calçados",D,Indústrias de transformação
20109,Desdobramento de madeira,20.1,Desdobramento de madeira,20,Fabricação de produtos de madeira,D,Indústrias de transformação
20214,"Fabricação de madeira laminada e de chapas de madeira compensada, prensada ou aglomerada",20.2,"Fabricação de produtos de madeira, cortiça e material trançado - exceto móveis",20,Fabricação de produtos de madeira,D,Indústrias de transformação
20290,"Fabricação de artefatos diversos de madeira, palha, cortiça e material trançado - exceto móveis",20.2,"Fabricação de produtos de madeira, cortiça e material trançado - exceto móveis",20,Fabricação de produtos de madeira,D,Indústrias de transformação
20222,"Fabricação de esquadrias de madeira, de casas de madeira pré-fabricadas, de estruturas de madeira e artigos de carpintaria",20.2,"Fabricação de produtos de madeira, cortiça e material trançado - exceto móveis",20,Fabricação de produtos de madeira,D,Indústrias de transformação
20230,Fabricação de artefatos de tanoaria e embalagens de madeira,20.2,"Fabricação de produtos de madeira, cortiça e material trançado - exceto móveis",20,Fabricação de produtos de madeira,D,Indústrias de transformação
21105,Fabricação de celulose e outras pastas para a fabricação de papel,21.1,Fabricação de celulose e outras pastas para a fabricação de papel,21,"Fabricação de celulose, papel e produtos de papel",D,Indústrias de transformação
21210,Fabricação de papel,21.2,"Fabricação de papel, papelão liso, cartolina e cartão",21,"Fabricação de celulose, papel e produtos de papel",D,Indústrias de transformação
21229,"Fabricação de papelão liso, cartolina e cartão",21.2,"Fabricação de papel, papelão liso, cartolina e cartão",21,"Fabricação de celulose, papel e produtos de papel",D,Indústrias de transformação
21318,Fabricação de embalagens de papel,21.3,Fabricação de embalagens de papel ou papelão,21,"Fabricação de celulose, papel e produtos de papel",D,Indústrias de transformação
21326,Fabricação de embalagens de papelão - inclusive a fabricação de papelão corrugado,21.3,Fabricação de embalagens de papel ou papelão,21,"Fabricação de celulose, papel e produtos de papel",D,Indústrias de transformação
21490,"Fabricação de outros artefatos de pastas, papel, papelão, cartolina e cartão",21.4,"Fabricação de artefatos diversos de papel, papelão, cartolina e cartão",21,"Fabricação de celulose, papel e produtos de papel",D,Indústrias de transformação
21415,"Fabricação de artefatos de papel, papelão, cartolina e cartão para escritório",21.4,"Fabricação de artefatos diversos de papel, papelão, cartolina e cartão",21,"Fabricação de celulose, papel e produtos de papel",D,Indústrias de transformação
21423,Fabricação de fitas e formulários contínuos - impressos ou não,21.4,"Fabricação de artefatos diversos de papel, papelão, cartolina e cartão",21,"Fabricação de celulose, papel e produtos de papel",D,Indústrias de transformação
22187,Edição e impressão de revistas,22.1,Edição; edição e impressão,22,"Edição, impressão e reprodução de gravações",D,Indústrias de transformação
22160,Edição e impressão de livros,22.1,Edição; edição e impressão,22,"Edição, impressão e reprodução de gravações",D,Indústrias de transformação
22152,"Edição de livros, revistas e jornais",22.1,Edição; edição e impressão,22,"Edição, impressão e reprodução de gravações",D,Indústrias de transformação
22195,Edição; edição e impressão de outros produtos gráficos,22.1,Edição; edição e impressão,22,"Edição, impressão e reprodução de gravações",D,Indústrias de transformação
22144,"Edição de discos, fitas e outros materiais gravados",22.1,Edição; edição e impressão,22,"Edição, impressão e reprodução de gravações",D,Indústrias de transformação
22179,Edição e impressão de jornais,22.1,Edição; edição e impressão,22,"Edição, impressão e reprodução de gravações",D,Indústrias de transformação
22225,Impressão de material escolar e de material para usos industrial e comercial,22.2,Impressão e serviços conexos para terceiros,22,"Edição, impressão e reprodução de gravações",D,Indústrias de transformação
22217,"Impressão de jornais, revistas e livros",22.2,Impressão e serviços conexos para terceiros,22,"Edição, impressão e reprodução de gravações",D,Indústrias de transformação
22292 ,Execução de outros serviços gráficos,22.2,Impressão e serviços conexos para terceiros,22,"Edição, impressão e reprodução de gravações",D,Indústrias de transformação
22314,Reprodução de discos e fitas,22.3,Reprodução de materiais gravados,22,"Edição, impressão e reprodução de gravações",D,Indústrias de transformação
22322,Reprodução de fitas de vídeos,22.3,Reprodução de materiais gravados,22,"Edição, impressão e reprodução de gravações",D,Indústrias de transformação
22349,Reprodução de softwares em disquetes e fitas,22.3,Reprodução de materiais gravados,22,"Edição, impressão e reprodução de gravações",D,Indústrias de transformação
23108,Coquerias,23.1,Coquerias,23,"Fabricação de coque, refino de petróleo, elaboração de combustíveis nucleares e produção de álcool",D,Indústrias de transformação
23213,Refino de petróleo,23.2,Fabricação de produtos derivados do petróleo,23,"Fabricação de coque, refino de petróleo, elaboração de combustíveis nucleares e produção de álcool",D,Indústrias de transformação
23299,Outras formas de produção de derivados do petróleo,23.2,Fabricação de produtos derivados do petróleo,23,"Fabricação de coque, refino de petróleo, elaboração de combustíveis nucleares e produção de álcool",D,Indústrias de transformação
23302,Elaboração de combustíveis nucleares,23.3,Elaboração de combustíveis nucleares,23,"Fabricação de coque, refino de petróleo, elaboração de combustíveis nucleares e produção de álcool",D,Indústrias de transformação
23400,Produção de álcool,23.4,Produção de álcool,23,"Fabricação de coque, refino de petróleo, elaboração de combustíveis nucleares e produção de álcool",D,Indústrias de transformação
24139,"Fabricação de fertilizantes fosfatados, nitrogenados e potássicos",24.1,Fabricação de produtos químicos inorgânicos,24,Fabricação de produtos químicos,D,Indústrias de transformação
24120,Fabricação de intermediários para fertilizantes,24.1,Fabricação de produtos químicos inorgânicos,24,Fabricação de produtos químicos,D,Indústrias de transformação
24198,Fabricação de outros produtos inorgânicos,24.1,Fabricação de produtos químicos inorgânicos,24,Fabricação de produtos químicos,D,Indústrias de transformação
24112,Fabricação de cloro e álcalis,24.1,Fabricação de produtos químicos inorgânicos,24,Fabricação de produtos químicos,D,Indústrias de transformação
24147,Fabricação de gases industriais,24.1,Fabricação de produtos químicos inorgânicos,24,Fabricação de produtos químicos,D,Indústrias de transformação
24228,Fabricação de intermediários para resinas e fibras,24.2,Fabricação de produtos químicos orgânicos,24,Fabricação de produtos químicos,D,Indústrias de transformação
24210,Fabricação de produtos petroquímicos básicos,24.2,Fabricação de produtos químicos orgânicos,24,Fabricação de produtos químicos,D,Indústrias de transformação
24295,Fabricação de outros produtos químicos orgânicos,24.2,Fabricação de produtos químicos orgânicos,24,Fabricação de produtos químicos,D,Indústrias de transformação
24333,Fabricação de elastômeros,24.3,Fabricação de resinas e elastômeros,24,Fabricação de produtos químicos,D,Indústrias de transformação
24325,Fabricação de resinas termofixas,24.3,Fabricação de resinas e elastômeros,24,Fabricação de produtos químicos,D,Indústrias de transformação
24317,Fabricação de resinas termoplásticas,24.3,Fabricação de resinas e elastômeros,24,Fabricação de produtos químicos,D,Indústrias de transformação
24414,"Fabricação de fibras, fios, cabos e filamentos contínuos artificiais",24.4,"Fabricação de fibras, fios, cabos e filamentos contínuos artificiais e sintéticos",24,Fabricação de produtos químicos,D,Indústrias de transformação
24422,"Fabricação de fibras, fios, cabos e filamentos contínuos sintéticos",24.4,"Fabricação de fibras, fios, cabos e filamentos contínuos artificiais e sintéticos",24,Fabricação de produtos químicos,D,Indústrias de transformação
24511,Fabricação de produtos farmoquímicos,24.5,Fabricação de produtos farmacêuticos,24,Fabricação de produtos químicos,D,Indústrias de transformação
24546,"Fabricação de materiais para usos médicos, hospitalares e odontológicos",24.5,Fabricação de produtos farmacêuticos,24,Fabricação de produtos químicos,D,Indústrias de transformação
24520,Fabricação de medicamentos para uso humano,24.5,Fabricação de produtos farmacêuticos,24,Fabricação de produtos químicos,D,Indústrias de transformação
24538,Fabricação de medicamentos para uso veterinário,24.5,Fabricação de produtos farmacêuticos,24,Fabricação de produtos químicos,D,Indústrias de transformação
24694,Fabricação de outros defensivos agrícolas,24.6,Fabricação de defensivos agrícolas,24,Fabricação de produtos químicos,D,Indústrias de transformação
24627,Fabricação de fungicidas,24.6,Fabricação de defensivos agrícolas,24,Fabricação de produtos químicos,D,Indústrias de transformação
24619,Fabricação de inseticidas,24.6,Fabricação de defensivos agrícolas,24,Fabricação de produtos químicos,D,Indústrias de transformação
24635,Fabricação de herbicidas,24.6,Fabricação de defensivos agrícolas,24,Fabricação de produtos químicos,D,Indústrias de transformação
24732,Fabricação de artigos de perfumaria e cosméticos,24.7,"Fabricação de sabões, detergentes, produtos de limpeza e artigos de perfumaria",24,Fabricação de produtos químicos,D,Indústrias de transformação
24724,Fabricação de produtos de limpeza e polimento,24.7,"Fabricação de sabões, detergentes, produtos de limpeza e artigos de perfumaria",24,Fabricação de produtos químicos,D,Indústrias de transformação
24716,"Fabricação de sabões, sabonetes e detergentes sintéticos",24.7,"Fabricação de sabões, detergentes, produtos de limpeza e artigos de perfumaria",24,Fabricação de produtos químicos,D,Indústrias de transformação
24821,Fabricação de tintas de impressão,24.8,"Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins",24,Fabricação de produtos químicos,D,Indústrias de transformação
24813,"Fabricação de tintas, vernizes, esmaltes e lacas",24.8,"Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins",24,Fabricação de produtos químicos,D,Indústrias de transformação
24830,"Fabricação de impermeabilizantes, solventes e produtos afins",24.8,"Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins",24,Fabricação de produtos químicos,D,Indústrias de transformação
24937,Fabricação de catalisadores,24.9,Fabricação de produtos e preparados químicos diversos,24,Fabricação de produtos químicos,D,Indústrias de transformação
24961,Fabricação de discos e fitas virgens,24.9,Fabricação de produtos e preparados químicos diversos,24,Fabricação de produtos químicos,D,Indústrias de transformação
24953,"Fabricação de chapas, filmes, papéis e outros materiais e produtos químicos para fotografia",24.9,Fabricação de produtos e preparados químicos diversos,24,Fabricação de produtos químicos,D,Indústrias de transformação
24996,Fabricação de outros produtos químicos não especificados anteriormente,24.9,Fabricação de produtos e preparados químicos diversos,24,Fabricação de produtos químicos,D,Indústrias de transformação
24910,Fabricação de adesivos e selantes,24.9,Fabricação de produtos e preparados químicos diversos,24,Fabricação de produtos químicos,D,Indústrias de transformação
