cnae_1,descricao,grupo,descricao_grupo,divisao,descricao_divisao,secao,descricao_secao
74500,"Seleção, agenciamento e locação de mão-de-obra",74.5,"Seleção, agenciamento e locação de mão-de-obra",74,Serviços prestados principalmente às empresas,K,"Atividades imobiliárias, aluguéis e serviços prestados às empresas"
74608,"Atividades de investigação, vigilância e segurança",74.6,"Atividades de investigação, vigilância e segurança",74,Serviços prestados principalmente às empresas,K,"Atividades imobiliárias, aluguéis e serviços prestados às empresas"
74705,"Atividades de imunização, higienização e de limpeza em prédios e em domicílios",74.7,"Atividades de imunização, higienização e de limpeza em prédios e em domicílios",74,Serviços prestados principalmente às empresas,K,"Atividades imobiliárias, aluguéis e serviços prestados às empresas"
74918,Atividades fotográficas,74.9,Outras atividades de serviços prestados principalmente às empresas,74,Serviços prestados principalmente às empresas,K,"Atividades imobiliárias, aluguéis e serviços prestados às empresas"
74993,"Outras atividades de serviços prestados principalmente às empresas, não especificadas anteriormente",74.9,Outras atividades de serviços prestados principalmente às empresas,74,Serviços prestados principalmente às empresas,K,"Atividades imobiliárias, aluguéis e serviços prestados às empresas"
74926,"Atividades de envasamento e empacotamento, por conta de terceiros",74.9,Outras atividades de serviços prestados principalmente às empresas,74,Serviços prestados principalmente às empresas,K,"Atividades imobiliárias, aluguéis e serviços prestados às empresas"
75116,Administração pública em geral,75.1,Administração do estado e da política econômica e social,75,"Administração pública, defesa e seguridade social",L,"Administração pública, defesa e seguridade social"
75124,Regulação das atividades sociais e culturais,75.1,Administração do estado e da política econômica e social,75,"Administração pública, defesa e seguridade social",L,"Administração pública, defesa e seguridade social"
75140,Atividades de apoio à administração pública,75.1,Administração do estado e da política econômica e social,75,"Administração pública, defesa e seguridade social",L,"Administração pública, defesa e seguridade social"
75132,Regulação das atividades econômicas,75.1,Administração do estado e da política econômica e social,75,"Administração pública, defesa e seguridade social",L,"Administração pública, defesa e seguridade social"
75248,Segurança e ordem pública,75.2,Serviços coletivos prestados pela administração pública,75,"Administração pública, defesa e seguridade social",L,"Administração pública, defesa e seguridade social"
75230,Justiça,75.2,Serviços coletivos prestados pela administração pública,75,"Administração pública, defesa e seguridade social",L,"Administração pública, defesa e seguridade social"
75221,Defesa,75.2,Serviços coletivos prestados pela administração pública,75,"Administração pública, defesa e seguridade social",L,"Administração pública, defesa e seguridade social"
75213,Relações exteriores,75.2,Serviços coletivos prestados pela administração pública,75,"Administração pública, defesa e seguridade social",L,"Administração pública, defesa e seguridade social"
75256,Defesa civil,75.2,Serviços coletivos prestados pela administração pública,75,"Administração pública, defesa e seguridade social",L,"Administração pública, defesa e seguridade social"
75302,Seguridade social,75.3,Seguridade social,75,"Administração pública, defesa e seguridade social",L,"Administração pública, defesa e seguridade social"
80144,Educação infantil-pré-escola,80.1,Educação infantil e ensino fundamental,80,Educação,M,Educação
80152,Ensino fundamental,80.1,Educação infantil e ensino fundamental,80,Educação,M,Educação
80136,Educação infantil-creche,80.1,Educação infantil e ensino fundamental,80,Educação,M,Educação
80209,Ensino médio,80.2,Ensino médio,80,Educação,M,Educação
80322,Educação superior - graduação e pós-graduação,80.3,Educação superior,80,Educação,M,Educação
80330,Educação superior - pós-graduação e extensão,80.3,Educação superior,80,Educação,M,Educação
80314,Educação superior - graduação,80.3,Educação superior,80,Educação,M,Educação
80993,Outras atividades de ensino,80.9,Educação profissional e outras atividades de ensino,80,Educação,M,Educação
80969,Educação profissional de nível técnico,80.9,Educação profissional e outras atividades de ensino,80,Educação,M,Educação
80977,Educação profissional de nível tecnológico,80.9,Educação profissional e outras atividades de ensino,80,Educação,M,Educação
85138,Atividades de atenção ambulatorial,85.1,Atividades de atenção à saúde,85,Saúde e serviços sociais,N,Saúde e serviços sociais
85154,Atividades de outros profissionais da área de saúde,85.1,Atividades de atenção à saúde,85,Saúde e serviços sociais,N,Saúde e serviços sociais
85162,Outras atividades relacionadas com a atenção à saúde,85.1,Atividades de atenção à saúde,85,Saúde e serviços sociais,N,Saúde e serviços sociais
85146,Atividades de serviços de complementação diagnóstica ou terapêutica,85.1,Atividades de atenção à saúde,85,Saúde e serviços sociais,N,Saúde e serviços sociais
85120,Atividades de atendimento a urgências e emergências,85.1,Atividades de atenção à saúde,85,Saúde e serviços sociais,N,Saúde e serviços sociais
85111,Atividades de atendimento hospitalar,85.1,Atividades de atenção à saúde,85,Saúde e serviços sociais,N,Saúde e serviços sociais
85200,Serviços veterinários,85.2,Serviços veterinários,85,Saúde e serviços sociais,N,Saúde e serviços sociais
85324,Serviços sociais sem alojamento,85.3,Serviços sociais,85,Saúde e serviços sociais,N,Saúde e serviços sociais
85316,Serviços sociais com alojamento,85.3,Serviços sociais,85,Saúde e serviços sociais,N,Saúde e serviços sociais
90000,Limpeza urbana e esgoto e atividades relacionadas,90.0,Limpeza urbana e esgoto e atividades relacionadas,90,Limpeza urbana e esgoto e atividades relacionadas,O,"Outros serviços coletivos, sociais e pessoais"
91120,Atividades de organizações profissionais,91.1,"Atividades de organizações empresariais, patronais e profissionais",91,Atividades associativas,O,"Outros serviços coletivos, sociais e pessoais"
91111,Atividades de organizações empresariais e patronais,91.1,"Atividades de organizações empresariais, patronais e profissionais",91,Atividades associativas,O,"Outros serviços coletivos, sociais e pessoais"
91200,Atividades de organizações sindicais,91.2,Atividades de organizações sindicais,91,Atividades associativas,O,"Outros serviços coletivos, sociais e pessoais"
91928,Atividades de organizações políticas,91.9,Outras atividades associativas,91,Atividades associativas,O,"Outros serviços coletivos, sociais e pessoais"
91910,Atividades de organizações religiosas,91.9,Outras atividades associativas,91,Atividades associativas,O,"Outros serviços coletivos, sociais e pessoais"
91995,"Outras atividades associativas, não especificadas anteriormente",91.9,Outras atividades associativas,91,Atividades associativas,O,"Outros serviços coletivos, sociais e pessoais"
92134,Projeção de filmes e de vídeos,92.1,Atividades cinematográficas e de vídeo,92,"Atividades recreativas, culturais e desportivas",O,"Outros serviços coletivos, sociais e pessoais"
92126,Distribuição de filmes e de vídeos,92.1,Atividades cinematográficas e de vídeo,92,"Atividades recreativas, culturais e desportivas",O,"Outros serviços coletivos, sociais e pessoais"
92118,Produção de filmes cinematográficos e fitas de vídeo,92.1,Atividades cinematográficas e de vídeo,92,"Atividades recreativas, culturais e desportivas",O,"Outros serviços coletivos, sociais e pessoais"
92215,Atividades de rádio,92.2,Atividades de rádio e de televisão,92,"Atividades recreativas, culturais e desportivas",O,"Outros serviços coletivos, sociais e pessoais"
92223,Atividades de televisão,92.2,Atividades de rádio e de televisão,92,"Atividades recreativas, culturais e desportivas",O,"Outros serviços coletivos, sociais e pessoais"
92312,"Atividades de teatro, música e outras atividades artísticas e literárias",92.3,Outras atividades artísticas e de espetáculos,92,"Atividades recreativas, culturais e desportivas",O,"Outros serviços coletivos, sociais e pessoais"
92320,Gestão de salas de espetáculos,92.3,Outras atividades artísticas e de espetáculos,92,"Atividades recreativas, culturais e desportivas",O,"Outros serviços coletivos, sociais e pessoais"
92398,"Outras atividades de espetáculos, não especificadas anteriormente",92.3,Outras atividades artísticas e de espetáculos,92,"Atividades recreativas, culturais e desportivas",O,"Outros serviços coletivos, sociais e pessoais"
92401,Atividades de agências de notícias,92.4,Atividades de agências de notícias,92,"Atividades recreativas, culturais e desportivas",O,"Outros serviços coletivos, sociais e pessoais"
92525,Atividades de museus e de conservação do patrimônio histórico,92.5,"Atividades de bibliotecas, arquivos, museus e outras atividades culturais",92,"Atividades recreativas, culturais e desportivas",O,"Outros serviços coletivos, sociais e pessoais"
92517,Atividades de bibliotecas e arquivos,92.5,"Atividades de bibliotecas, arquivos, museus e outras atividades culturais",92,"Atividades recreativas, culturais e desportivas",O,"Outros serviços coletivos, sociais e pessoais"
92533,"Atividades de jardins botânicos, zoológicos, parques nacionais e reservas ecológicas",92.5,"Atividades de bibliotecas, arquivos, museus e outras atividades culturais",92,"Atividades recreativas, culturais e desportivas",O,"Outros serviços coletivos, sociais e pessoais"
92622,Outras atividades relacionadas ao lazer,92.6,Atividades desportivas e outras relacionadas ao lazer,92,"Atividades recreativas, culturais e desportivas",O,"Outros serviços coletivos, sociais e pessoais"
92614,Atividades desportivas,92.6,Atividades desportivas e outras relacionadas ao lazer,92,"Atividades recreativas, culturais e desportivas",O,"Outros serviços coletivos, sociais e pessoais"
93041,Atividades de manutenção do físico corporal,93.0,Serviços pessoais,93,,O,"Outros serviços coletivos, sociais e pessoais"
93017,Lavanderias e tinturarias,93.0,Serviços pessoais,93,,O,"Outros serviços coletivos, sociais e pessoais"
93025,Cabeleireiros e outros tratamentos de beleza,93.0,Serviços pessoais,93,,O,"Outros serviços coletivos, sociais e pessoais"
93092,"Outras atividades de serviços pessoais, não especificadas anteriormente",93.0,Serviços pessoais,93,,O,"Outros serviços coletivos, sociais e pessoais"
93033,Atividades funerárias e serviços relacionados,93.0,Serviços pessoais,93,,O,"Outros serviços coletivos, sociais e pessoais"
95001,Serviços domésticos,95.0,Serviços domésticos,95,Serviços domésticos,P,Serviços domésticos
99007,Organismos internacionais e outras instituições extraterritoriais,99.0,Organismos internacionais e outras instituições extraterritoriais,99,Organismos internacionais e outras instituições extraterritoriais,Q,Organismos internacionais e outras instituições extraterritoriais
