chave,valor
5,CAEPF
2,CAEPF
3,CEI
6,CNO
1,CNPJ
7,Código não encontrado nos dicionários oficiais.
2,Código não encontrado nos dicionários oficiais.
4,Código não encontrado nos dicionários oficiais.
8,Código não encontrado nos dicionários oficiais.
-1,IGNORADO
-1,Ignorado
9,NAO IDENTIF
,Não identificado
Não identificado,Não identificado
9,Não identificado
