chave,valor
4,"12,0 a 23,9 meses"
8,"120,00 meses ou mais"
5,"24,0 a 35,9 meses"
2,"3,0 a 5,9 meses"
6,"36,0 a 59,9 meses"
3,"6,0 a 11,9 meses"
7,"60,0 a 119,9 meses"
1,"Até 2,9 meses"
0,Código não encontrado nos dicionários oficiais.
99,Ignorado
-1,Ignorado
