chave,valor
2,13 a 15 horas
3,16 a 20 horas
4,21 a 30 horas
5,31 a 40 horas
6,41 a 44 horas
1,Até 12 horas
8,Código não encontrado nos dicionários oficiais.
99,Código não encontrado nos dicionários oficiais.
7,Código não encontrado nos dicionários oficiais.
