chave,valor
-1,
9,1000 OU MAIS
10,1000 ou mais
1,ATE 4
2,ATE 4
2,Até 4
4,DE 10 A 19
3,DE 10 A 19
6,DE 100 A 249
7,DE 100 A 249
5,DE 20 A 49
4,DE 20 A 49
8,DE 250 A 499
7,DE 250 A 499
2,DE 5 A 9
3,DE 5 A 9
5,DE 50 A 99
6,DE 50 A 99
9,DE 500 A 999
8,DE 500 A 999
4,De 10 a 19
7,De 100 a 249
5,De 20 a 49
8,De 250 a 499
3,De 5 a 9
6,De 50 a 99
9,De 500 a 999
10,IGNORADO
-1,Ignorado
1,ZERO
0,ZERO
1,Zero
